종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"443670","에스피소프트","KOSDAQ","중견기업부","5600","-90","-1.58","5690","5730","5560","0.0","298904265","138551795200","25.0"
"317830","에스피시스템스","KOSDAQ","벤처기업부","12850","-450","-3.38","13300","13310","12580","1.0","9761811795","138443561300","11.0"
"058610","에스피지","KOSDAQ","우량기업부","80000","-2700","-3.26","81400","81500","77100","1.0","75314980950","1774188800000","22.0"
"043340","에쎈테크","KOSDAQ","중견기업부","398","-1","-0.25","399","400","397","0.0","14197908","37810000000","95.0"
"023960","에쓰씨엔지니어링","KOSPI",,"1360","34","2.56","1326","1410","1314","0.0","381806744","51728926000","38.0"
"163280","에어레인","KOSDAQ","기술성장기업부","13180","-70","-0.53","13250","13400","13160","0.0","420226020","89644284020","7.0"
"298690","에어부산","KOSPI",,"1743","-17","-0.97","1789","1789","1738","0.0","680834554","203303520000","117.0"
"200710","에이디테크놀로지","KOSDAQ","중견기업부","31650","-1700","-5.10","33900","34350","31450","1.0","19839776750","425402016300","13.0"
"475580","에이럭스","KOSDAQ","벤처기업부","11420","50","0.44","11430","11490","11100","0.0","2381543355","155596358000","14.0"
"096690","에이루트","KOSDAQ","중견기업부","1895","-25","-1.30","1908","1919","1860","0.0","56394865","45739715435","24.0"
"140910","에이리츠","KOSPI",,"3130","0","0.00","0","0","0","0.0","0","13969290160","4.0"
"078520","에이블씨엔씨","KOSPI",,"10680","-260","-2.38","11020","11020","10370","0.0","1873971490","277831239480","26.0"
"298380","에이비엘바이오","KOSDAQ","기술성장기업부","212000","16500","8.44","193000","212000","192000","2.0","365771868900","11686534980000","55.0"
"203400","에이비온","KOSDAQ","기술성장기업부","3770","355","10.40","3415","3820","3305","4.0","14896657617","339681916080","90.0"
"195990","에이비프로바이오","KOSDAQ","투자주의환기종목(소속부없음)","271","6","2.26","268","275","261","2.0","578497458","77150914391","285.0"
"003800","에이스침대","KOSDAQ","우량기업부","31450","750","2.44","31200","31600","30750","0.0","318151775","348780500000","11.0"
"088800","에이스테크","KOSDAQ","중견기업부","3005","-95","-3.06","3125","3130","2985","0.0","563947105","226896834170","76.0"
"241840","에이스토리","KOSDAQ","중견기업부","7820","-720","-8.43","8560","8570","7680","0.0","1746876710","74602753080","10.0"
"364950","에이아이코리아","KOSDAQ","벤처기업부","8180","10","0.12","8200","8350","8170","0.0","692970070","67864920100","8.0"
"453860","에이에스텍","KOSDAQ","벤처기업부","16440","-160","-0.96","16600","16620","16000","0.0","148200000","93004614600","6.0"
"312610","에이에프더블류","KOSDAQ","벤처기업부","1392","9","0.65","1390","1397","1386","0.0","22696818","28197588096","20.0"
"015260","에이엔피","KOSPI",,"452","4","0.89","448","463","448","0.0","36384171","20392836088","45.0"
"172670","에이엘티","KOSDAQ","벤처기업부","12730","-360","-2.75","13300","13310","12550","0.0","2792569280","114064097070","9.0"
"495900","에이엠시지","KONEX","일반기업부","10000","0","0.00","0","0","0","0.0","0","49153840000","5.0"
"234070","에이원알폼","KONEX","일반기업부","929","-2","-0.21","0","0","0","0.0","0","6466493087","7.0"
"481070","에이유브랜즈","KOSDAQ","중견기업부","21850","100","0.46","21850","22700","20950","0.0","1088664600","309396000000","14.0"
"060900","에이전트AI","KOSDAQ","중견기업부","1201","0","0.00","0","0","0","0.0","0","47932791534","40.0"
"445090","에이직랜드","KOSDAQ","벤처기업부","28750","-500","-1.71","29850","29950","28500","0.0","2190996675","312560225000","11.0"
"295310","에이치브이엠","KOSDAQ","기술성장기업부","69700","2600","3.87","67100","70900","63000","1.0","35987326050","829564590700","12.0"
"072990","에이치시티","KOSDAQ","우량기업부","5600","60","1.08","5500","5660","5500","0.0","342355620","80674753600","14.0"
"044990","에이치엔에스하이텍","KOSDAQ","기술성장기업부","15110","90","0.60","15020","15240","14880","0.0","1158801140","116126771750","8.0"
"239610","에이치엘사이언스","KOSDAQ","벤처기업부","8180","-320","-3.76","8510","8540","8010","0.0","43355700","44107500700","5.0"
"036170","에이치엠넥스","KOSDAQ","중견기업부","863","3","0.35","860","875","855","0.0","47367162","52958535238","61.0"
"462020","에이치엠씨제6호스팩","KOSDAQ","SPAC(소속부없음)","2075","-10","-0.48","2080","2080","2075","0.0","4160400","9015875000","4.0"
"477340","에이치엠씨제7호스팩","KOSDAQ","SPAC(소속부없음)","2015","0","0.00","2015","2020","2010","0.0","11069830","15132650000","8.0"
"148930","에이치와이티씨","KOSDAQ","중견기업부","3100","55","1.81","3055","3120","3020","0.0","38219640","31543160300","10.0"
"044780","에이치케이","KOSDAQ","벤처기업부","1280","-40","-3.03","1320","1320","1280","0.0","51718656","23687407360","19.0"
"357230","에이치피오","KOSDAQ","우량기업부","2480","-10","-0.40","2505","2505","2460","0.0","47601073","102407820480","41.0"
"355690","에이텀","KOSDAQ","기술성장기업부","4095","205","5.27","3890","4280","3890","0.0","400103109","22133393100","5.0"
"071670","에이테크솔루션","KOSDAQ","중견기업부","10400","-370","-3.44","10770","10860","9820","1.0","6466974115","104000000000","10.0"
"045660","에이텍","KOSDAQ","벤처기업부","10280","40","0.39","10240","10430","10220","0.0","477608730","84912800000","8.0"
"224110","에이텍모빌리티","KOSDAQ","벤처기업부","9600","-200","-2.04","9780","9940","9600","0.0","233330185","51264000000","5.0"
"021080","에이티넘인베스트","KOSDAQ","우량기업부","2895","25","0.87","2870","2915","2835","0.0","936116254","138960000000","48.0"
"200470","에이팩트","KOSDAQ","중견기업부","7020","-20","-0.28","7310","7310","6690","2.0","11178427285","297381892860","42.0"
"207490","에이펙스인텍","KONEX","일반기업부","6580","0","0.00","0","0","0","0.0","0","23688000000","4.0"
"262260","에이프로","KOSDAQ","우량기업부","5380","100","1.89","5280","5500","5250","0.0","286168280","77838657760","14.0"
"007460","에이프로젠","KOSPI",,"710","0","0.00","716","722","700","2.0","1551905860","233806571300","329.0"
"003060","에이프로젠바이오로직스","KOSPI",,"533","-4","-0.74","537","539","529","0.0","200684474","105751381385","198.0"
"397030","에이프릴바이오","KOSDAQ","기술성장기업부","53200","200","0.38","51300","54100","49850","0.0","24773507300","1234682943200","23.0"
"244920","에이플러스에셋","KOSPI",,"9270","20","0.22","9250","9830","9140","0.0","1622691740","209573314110","23.0"
"278470","에이피알","KOSPI",,"235000","2000","0.86","234500","237500","230500","0.0","56295870750","8796203925000","37.0"
"0009K0","에임드바이오","KOSDAQ","기술성장기업부","56100","1400","2.56","49500","57800","49500","1.0","68348174250","3599160632100","64.0"
"230240","에치에프알","KOSDAQ","우량기업부","13280","-150","-1.12","13430","14120","13170","0.0","2157254985","176743520000","13.0"
"159910","에코글로우","KOSDAQ","중견기업부","802","70","9.56","732","813","720","1.0","510054663","41973058970","52.0"
"230360","에코마케팅","KOSDAQ","우량기업부","15900","1990","14.31","15910","15920","15890","3.0","50975839690","492880252200","31.0"
"038870","에코바이오","KOSDAQ","중견기업부","3165","-5","-0.16","3190","3235","3150","0.0","191399403","44357313585","14.0"
"097780","에코볼트","KOSDAQ","중견기업부","868","11","1.28","857","870","857","0.0","37261955","58789933384","68.0"
"448280","에코아이","KOSDAQ","중견기업부","10970","-600","-5.19","11550","11570","10770","0.0","1001582230","325053485130","30.0"
"101360","에코앤드림","KOSDAQ","벤처기업부","17270","500","2.98","16770","17350","16500","0.0","1833745345","307166188780","18.0"
"128540","에코캡","KOSDAQ","우량기업부","1830","-9","-0.49","1836","1857","1803","0.0","179497472","48843541800","27.0"
"086520","에코프로","KOSDAQ GLOBAL","중견기업부","89900","1600","1.81","87000","91500","87000","2.0","162833934200","12206276064800","136.0"
"450080","에코프로머티","KOSPI",,"54100","3800","7.55","50400","54300","50400","0.0","20820314600","3817228591400","71.0"
"247540","에코프로비엠","KOSDAQ GLOBAL","우량기업부","145800","4100","2.89","139300","148400","139200","1.0","80228909850","14259435955200","98.0"
"383310","에코프로에이치엔","KOSDAQ","우량기업부","23800","450","1.93","23300","24300","23150","0.0","1891771900","499203381600","21.0"
"038110","에코플라스틱","KOSDAQ","우량기업부","3075","-30","-0.97","3120","3145","3070","0.0","947915215","126595812750","41.0"
"073540","에프알텍","KOSDAQ","벤처기업부","1996","-24","-1.19","2020","2020","1955","0.0","44547111","22754400000","11.0"
"064850","에프앤가이드","KOSDAQ","벤처기업부","8530","-160","-1.84","8690","8690","8500","0.0","117401910","97330131960","11.0"
"036810","에프에스티","KOSDAQ","우량기업부","31800","100","0.32","32600","32950","30700","0.0","11391319825","698211866400","22.0"
"173940","에프엔씨엔터","KOSDAQ","중견기업부","4230","10","0.24","4185","4270","4180","0.0","47118820","65111577840","15.0"
"083500","에프엔에스테크","KOSDAQ","우량기업부","15840","380","2.46","15780","16250","15560","0.0","4142593180","135839436480","9.0"
"446440","에피바이오텍","KONEX","일반기업부","14890","-110","-0.73","14500","14890","14500","0.0","29390","34349428310","2.0"
"054940","엑사이엔씨","KOSDAQ","중견기업부","656","-14","-2.09","672","675","656","0.0","87313733","21761847488","33.0"
"950130","엑세스바이오","KOSDAQ","외국기업(소속부없음)","4380","-20","-0.45","4405","4595","4355","0.0","1035102450","165247904160","38.0"
"373110","엑셀세라퓨틱스","KOSDAQ","기술성장기업부","1829","107","6.21","1722","1837","1700","0.0","227402909","31631446626","17.0"
"205100","엑셈","KOSDAQ","벤처기업부","2000","-10","-0.50","2030","2030","1986","1.0","1074639892","142924616000","71.0"
"356680","엑스게이트","KOSDAQ","벤처기업부","8150","190","2.39","8150","8260","8000","0.0","2070354685","232629459800","29.0"
"070300","엑스큐어","KOSDAQ","벤처기업부","1565","187","13.57","1446","1626","1380","1.0","1857526731","36475577070","23.0"
"317770","엑스페릭스","KOSDAQ","벤처기업부","2740","-65","-2.32","2805","2845","2705","0.0","532478393","91173995940","33.0"
"373200","엑스플러스","KOSDAQ","벤처기업부","555","-20","-3.48","578","592","543","1.0","658781215","61052961480","110.0"
"069920","엑시온그룹","KOSDAQ","중견기업부","745","-15","-1.97","763","799","728","0.0","268091818","33922041790","46.0"
"092870","엑시콘","KOSDAQ","우량기업부","16960","820","5.08","16570","17100","16090","1.0","11003572145","221341517120","13.0"
"019490","엑시큐어하이트론","KOSPI",,"541","0","0.00","0","0","0","0.0","0","41349858070","76.0"
"059180","엔더블유시","KONEX","일반기업부","4800","0","0.00","0","0","0","0.0","0","25507632000","5.0"
"317870","엔바이오니아","KOSDAQ","기술성장기업부","10000","-600","-5.66","10600","10770","9810","0.0","1166518220","85465190000","9.0"
"067570","엔브이에이치코리아","KOSDAQ","우량기업부","2200","0","0.00","2205","2220","2185","0.0","271374459","92774000000","42.0"
"236810","엔비티","KOSDAQ","기술성장기업부","2155","-60","-2.71","2195","2220","2140","0.0","81399775","36582043030","17.0"
"140610","엔솔바이오사이언스","KONEX","일반기업부","13030","-150","-1.14","13180","13640","12870","0.0","280151750","174249512440","13.0"
"333620","엔시스","KOSDAQ","벤처기업부","6330","-70","-1.09","6410","6460","6250","0.0","74278460","66821657520","11.0"
"101400","엔시트론","KOSDAQ","중견기업부","303","-1","-0.33","304","305","295","0.0","70558561","21346571190","70.0"
"036570","엔씨소프트","KOSPI",,"214000","-2500","-1.15","222000","222500","210000","0.0","38111879000","4610420708000","22.0"
"475230","엔알비","KOSDAQ","벤처기업부","16100","1610","11.11","14550","16600","14220","1.0","8898771315","167876937900","10.0"
"238170","엔에스엠","KONEX","일반기업부","693","-82","-10.58","775","799","659","0.0","425467","14396856012","21.0"
"078860","엔에스이엔엠","KOSDAQ","투자주의환기종목(소속부없음)","1024","-3","-0.29","1022","1027","977","0.0","150316139","60786951168","59.0"
"224760","엔에스컴퍼니","KONEX","일반기업부","2835","235","9.04","2835","2835","2835","0.0","2835","11169049500","4.0"
"451700","엔에이치스팩29호","KOSDAQ","SPAC(소속부없음)","2105","0","0.00","0","0","0","0.0","0","30206750000","14.0"
"466910","엔에이치스팩30호","KOSDAQ","SPAC(소속부없음)","2135","0","0.00","0","0","0","0.0","0","19428500000","9.0"
"481890","엔에이치스팩31호","KOSDAQ","SPAC(소속부없음)","2130","15","0.71","2115","2130","2110","0.0","10928515","13514850000","6.0"
"0054V0","엔에이치스팩32호","KOSDAQ","SPAC(소속부없음)","2000","1","0.05","2000","2025","2000","0.0","177011307","12433000000","6.0"
"265740","엔에프씨","KOSDAQ","중견기업부","4325","-70","-1.59","4350","4395","4315","0.0","184846995","77260070000","18.0"
"354200","엔젠바이오","KOSDAQ","기술성장기업부","1524","50","3.39","1477","1528","1474","0.0","60436904","38158107072","25.0"
"455900","엔젤로보틱스","KOSDAQ","기술성장기업부","31350","50","0.16","31100","31450","30150","0.0","5447317200","477085961550","15.0"
"419080","엔젯","KOSDAQ","기술성장기업부","9450","390","4.30","9320","9950","9150","2.0","18320125925","100667419650","11.0"
"093510","엔지브이아이","KONEX","일반기업부","744","0","0.00","0","0","0","0.0","0","4478880000","6.0"
"183490","엔지켐생명과학","KOSDAQ","기술성장기업부","1474","-24","-1.60","1499","1539","1473","1.0","1015219243","125386638388","85.0"
"085310","엔케이","KOSPI",,"1187","21","1.80","1166","1205","1160","1.0","1069411498","93630942214","79.0"
"182400","엔케이맥스","KOSDAQ","관리종목(소속부없음)","3685","0","0.00","0","0","0","0.0","0","263029901475","71.0"
"348370","엔켐","KOSDAQ","중견기업부","63700","-600","-0.93","63300","65300","63200","0.0","10751899950","1386586246500","22.0"
"069410","엔텔스","KOSDAQ","벤처기업부","5160","-80","-1.53","5320","5320","5100","0.0","152758960","52863291840","10.0"
"227950","엔투텍","KOSDAQ","중견기업부","352","17","5.07","335","359","335","1.0","338618911","60734448544","173.0"
"291230","엔피","KOSDAQ","중견기업부","808","-2","-0.25","820","826","807","0.0","83434773","35629386200","44.0"
"048830","엔피케이","KOSDAQ","중견기업부","939","2","0.21","937","945","936","0.0","29491559","17581763697","19.0"
"096870","엘디티","KOSDAQ","벤처기업부","2475","-260","-9.51","2700","2700","2445","0.0","872599124","20661297525","8.0"
"276240","엘리비젼","KONEX","일반기업부","450","38","9.22","450","450","450","0.0","450","5540912100","12.0"
"900140","엘브이엠씨홀딩스","KOSPI",,"1495","-10","-0.66","1510","1522","1490","1.0","1032809325","288894445840","193.0"
"290650","엘앤씨바이오","KOSDAQ","우량기업부","62100","-300","-0.48","61600","63500","60400","0.0","28184933400","1528830585000","25.0"
"066970","엘앤에프","KOSPI",,"96300","2000","2.12","93300","98200","92500","1.0","65652286400","3874291524000","40.0"
"156100","엘앤케이바이오","KOSDAQ","벤처기업부","14050","740","5.56","13420","14330","13000","0.0","5773477330","306100395250","22.0"
"0041J0","엘에스스팩1호","KOSDAQ","SPAC(소속부없음)","2005","5","0.25","2005","2010","2000","0.0","26511861","8240550000","4.0"
"311060","엘에이티","KONEX","일반기업부","3095","-180","-5.50","3020","3100","3020","0.0","513665","24224979730","8.0"
"073110","엘엠에스","KOSDAQ","벤처기업부","4920","-35","-0.71","4965","4965","4910","0.0","22543885","43767114600","9.0"
"083310","엘오티베큠","KOSDAQ","우량기업부","13660","340","2.55","13580","13950","13320","0.0","3077325150","243285050780","18.0"
"037950","엘컴텍","KOSDAQ","중견기업부","825","25","3.13","793","828","792","1.0","537296287","69669203175","84.0"
"489500","엘케이켐","KOSDAQ","벤처기업부","35450","-650","-1.80","36400","37950","34100","0.0","17815876925","222557085200","6.0"
"170920","엘티씨","KOSDAQ","벤처기업부","22400","2000","9.80","20700","22650","20600","1.0","14832822550","236636422400","11.0"
"058630","엠게임","KOSDAQ","우량기업부","6470","-190","-2.85","6670","6690","6220","0.0","451572590","126448884190","20.0"
"226590","엠디바이스","KOSDAQ","기술성장기업부","15590","-20","-0.13","15800","16000","14750","0.0","6892464440","165733922560","11.0"
"058970","엠로","KOSDAQ","기술성장기업부","37750","-650","-1.69","38750","38750","37200","0.0","2760449550","466572559500","12.0"
"169330","엠브레인","KOSDAQ","투자주의환기종목(소속부없음)","1904","-16","-0.83","1920","1920","1894","0.0","18277343","34875411872","18.0"
"097520","엠씨넥스","KOSPI",,"28400","-600","-2.07","29200","29350","28150","0.0","2039908400","494202600000","17.0"
"373170","엠아이큐브솔루션","KOSDAQ","벤처기업부","7370","0","0.00","7370","7490","7220","0.0","59839090","37129544100","5.0"
"179290","엠아이텍","KOSDAQ","우량기업부","7550","530","7.55","7380","7680","7210","1.0","5953668870","244360868900","32.0"
"484870","엠앤씨솔루션","KOSPI",,"144700","3700","2.62","141100","144700","140200","0.0","3171513050","1324569330000","9.0"
"009780","엠에스씨","KOSDAQ","우량기업부","7990","-70","-0.87","8060","8150","7940","0.0","182717810","140624000000","18.0"
"123040","엠에스오토텍","KOSDAQ","우량기업부","2150","-75","-3.37","2225","2235","2140","0.0","245381323","134650842850","63.0"
"432980","엠에프씨","KOSDAQ","기술성장기업부","3505","0","0.00","3600","3600","3445","0.0","13266315","30114055710","9.0"
"413390","엠오티","KOSDAQ","중견기업부","7700","850","12.41","6890","8110","6870","2.0","14956527905","89167386000","12.0"
"032790","엠젠솔루션","KOSDAQ","벤처기업부","1015","-33","-3.15","1041","1063","1013","0.0","238361119","50607958870","50.0"
"033160","엠케이전자","KOSDAQ","중견기업부","8680","200","2.36","8590","8850","8550","0.0","2613565945","196137446400","23.0"
"347890","엠투아이","KOSDAQ","벤처기업부","6870","280","4.25","6650","6930","6540","0.0","1687305100","116193711480","17.0"
"033310","엠투엔","KOSDAQ","우량기업부","1798","-7","-0.39","1839","1839","1780","0.0","68522383","72535331338","40.0"
"259630","엠플러스","KOSDAQ","우량기업부","11750","200","1.73","11550","11900","11550","0.0","753469785","142852458000","12.0"
"105550","엣지파운드리","KOSDAQ","중견기업부","1563","12","0.77","1551","1585","1529","0.0","503525150","122393920713","78.0"
"060850","영림원소프트랩","KOSDAQ","벤처기업부","6200","-20","-0.32","6170","6270","6150","0.0","58649200","50412200000","8.0"
"014440","영보화학","KOSPI",,"4615","-80","-1.70","4695","4695","4575","0.0","460480405","92300000000","20.0"
"143540","영우디에스피","KOSDAQ","벤처기업부","1030","15","1.48","1040","1045","999","0.0","433198850","45937891850","45.0"
"111770","영원무역","KOSPI",,"82200","2900","3.66","79700","84200","79600","0.0","4779727150","3642402669600","44.0"
"009970","영원무역홀딩스","KOSPI",,"188500","4900","2.67","185300","190000","182300","0.0","3442442350","2544606174500","13.0"
"003520","영진약품","KOSPI",,"1966","-59","-2.91","2025","2030","1961","1.0","2175778504","359567109146","183.0"
"000670","영풍","KOSPI",,"46200","500","1.09","45500","46450","45000","0.0","3542673325","882810390000","19.0"
"012280","영화금속","KOSPI",,"945","-5","-0.53","950","958","935","0.0","79174058","48822957225","52.0"
"265560","영화테크","KOSDAQ","우량기업부","6870","40","0.59","6830","6910","6830","0.0","60900630","73441536600","11.0"
"012160","영흥","KOSPI",,"497","-9","-1.78","507","507","497","0.0","60433853","50351254884","101.0"
"036000","예림당","KOSDAQ","중견기업부","3235","-20","-0.61","3250","3285","3180","0.0","423830530","74515886095","23.0"
"250930","예선테크","KOSDAQ","벤처기업부","483","-12","-2.42","495","495","474","0.0","68233670","15939212520","33.0"
"053280","예스24","KOSDAQ","중견기업부","3660","-20","-0.54","3680","3690","3640","0.0","151958119","91500000000","25.0"
"122640","예스티","KOSDAQ","벤처기업부","18880","330","1.78","19490","19970","18730","0.0","3734765835","403084620480","21.0"
"476040","오가노이드사이언스","KOSDAQ","기술성장기업부","38000","1050","2.84","36800","38350","35550","0.0","6666240700","250046270000","7.0"
"900300","오가닉티코스메틱","KOSDAQ","외국기업(소속부없음)","238","-14","-5.56","253","257","233","8.0","1927087160","59739160488","251.0"
"212310","오건에코텍","KONEX","일반기업부","635","0","0.00","0","0","0","0.0","0","7337979990","12.0"
"045060","오공","KOSDAQ","우량기업부","2370","15","0.64","2355","2370","2335","0.0","43474150","40152478380","17.0"
"192410","오늘이엔엠","KOSDAQ","투자주의환기종목(소속부없음)","805","36","4.68","769","815","756","0.0","118688966","37562566265","47.0"
"080520","오디텍","KOSDAQ","벤처기업부","3105","-65","-2.05","3180","3205","3090","0.0","88940970","35156104785","11.0"
"007310","오뚜기","KOSPI",,"381500","-1500","-0.39","383500","384000","380500","0.0","2136127750","1528987145000","4.0"
"039830","오로라","KOSDAQ","우량기업부","15100","900","6.34","14200","15130","13870","0.0","2974001610","162519639000","11.0"
"322310","오로스테크놀로지","KOSDAQ","벤처기업부","25650","-950","-3.57","27000","27350","25450","0.0","4974693100","240251802300","9.0"
"046120","오르비텍","KOSDAQ","중견기업부","4160","135","3.35","4040","4300","4040","1.0","3822335008","115247325440","28.0"
"475830","오름테라퓨틱","KOSDAQ","기술성장기업부","127700","13900","12.21","112700","128600","110000","0.0","55720116200","2711373393600","21.0"
"014940","오리엔탈정공","KOSDAQ","우량기업부","7760","100","1.31","7620","7790","7600","0.0","1744036480","353651609360","46.0"
"002630","오리엔트바이오","KOSPI",,"628","12","1.95","619","628","608","1.0","547078061","74470127140","119.0"
"065500","오리엔트정공","KOSDAQ","중견기업부","2590","45","1.77","2550","2680","2510","1.0","1323019369","82214142080","32.0"
"271560","오리온","KOSPI",,"104000","900","0.87","103100","104300","102300","0.0","7989995500","4111757728000","40.0"
"001800","오리온홀딩스","KOSPI",,"19960","0","0.00","20050","20350","19900","0.0","1560970770","1250402623120","63.0"
"010470","오리콤","KOSDAQ","우량기업부","5810","-120","-2.02","5930","5930","5760","0.0","345445255","69575040500","12.0"
"417860","오브젠","KOSDAQ","투자주의환기종목(소속부없음)","12200","-60","-0.49","12260","12480","11980","0.0","115309500","55096908000","5.0"
"352910","오비고","KOSDAQ","기술성장기업부","6170","40","0.65","6250","6620","5920","0.0","2064661020","77975238340","13.0"
"053980","오상자이엘","KOSDAQ","우량기업부","3360","-50","-1.47","3430","3435","3345","0.0","200726212","63782150880","19.0"
"036220","오상헬스케어","KOSDAQ","중견기업부","11870","-130","-1.08","12150","12150","11760","0.0","138435515","172226767920","15.0"
"052420","오성첨단소재","KOSDAQ","우량기업부","1460","-15","-1.02","1476","1488","1458","1.0","864535336","137861495720","94.0"
"332190","오션스바이오","KONEX","일반기업부","3795","-5","-0.13","0","0","0","0.0","0","5608399005","1.0"
"052300","오션인더블유","KOSDAQ","중견기업부","2260","25","1.12","2300","2300","2150","0.0","106257705","38115223180","17.0"
"039200","오스코텍","KOSDAQ","벤처기업부","45150","1850","4.27","43300","45500","43000","0.0","18414968875","1727356646400","38.0"
"226400","오스테오닉","KOSDAQ","기술성장기업부","6510","150","2.36","6360","6560","6200","0.0","1283738600","134507022510","21.0"
"031510","오스템","KOSDAQ","중견기업부","1057","-23","-2.13","1080","1084","1010","0.0","25950745","29596000000","28.0"
"342870","오아","KOSDAQ","중견기업부","7660","-40","-0.52","7700","7860","7610","0.0","86860640","44869361540","6.0"
"368970","오에스피","KOSDAQ","벤처기업부","1973","0","0.00","1973","2015","1969","0.0","21388158","18439973680","9.0"
"138080","오이솔루션","KOSDAQ","벤처기업부","16290","970","6.33","15330","16850","15260","0.0","7890074275","190244524320","12.0"
"080580","오킨스전자","KOSDAQ","벤처기업부","10220","-160","-1.54","10640","10730","9990","1.0","5405311285","206251618720","20.0"
"067170","오텍","KOSDAQ","중견기업부","1910","25","1.33","1885","1912","1880","0.0","153301046","45632965550","24.0"
"353590","오토앤","KOSDAQ","중견기업부","3485","-75","-2.11","3535","3535","3415","0.0","346625075","44871361450","13.0"
"173130","오파스넷","KOSDAQ","우량기업부","6480","-140","-2.11","6660","6680","6470","0.0","389576065","84541145040","13.0"
"440320","오픈놀","KOSDAQ","기술성장기업부","3825","25","0.66","3835","3870","3800","0.0","48462362","37599750000","10.0"
"049480","오픈베이스","KOSDAQ","우량기업부","2320","-30","-1.28","2350","2375","2315","0.0","446591075","72899928560","31.0"
"394280","오픈엣지테크놀로지","KOSDAQ","기술성장기업부","15230","-330","-2.12","16140","16440","14920","1.0","12759989055","335967388170","22.0"
"476060","온코닉테라퓨틱스","KOSDAQ","기술성장기업부","20450","590","2.97","19710","20950","19110","1.0","24875042370","909817759700","44.0"
"382150","온코크로스","KOSDAQ","기술성장기업부","9800","200","2.08","9500","9880","9300","0.0","2536137850","117877702600","12.0"
"005320","온타이드","KOSPI",,"467","10","2.19","457","473","448","0.0","152083530","31931447230","68.0"
"244460","올리패스","KOSDAQ","관리종목(소속부없음)","1651","0","0.00","0","0","0","0.0","0","13402000755","8.0"
"226950","올릭스","KOSDAQ","기술성장기업부","148600","8800","6.29","136800","149800","124500","1.0","101308349200","3000216613800","20.0"
"057540","옴니시스템","KOSDAQ","중견기업부","816","5","0.62","813","820","804","0.0","218798790","48510673680","59.0"
"131030","옵투스제약","KOSDAQ","우량기업부","6990","30","0.43","6980","7000","6860","0.0","270266855","123349664100","18.0"
"082210","옵트론텍","KOSDAQ","투자주의환기종목(소속부없음)","1714","-44","-2.50","1758","1773","1689","0.0","147984992","56891729036","33.0"
"109080","옵티시스","KOSDAQ","벤처기업부","8160","0","0.00","8160","8370","8150","0.0","222587640","45989760000","6.0"
"380540","옵티코어","KOSDAQ","벤처기업부","2650","250","10.42","2505","2960","2500","6.0","17271586902","129301892550","49.0"
"153710","옵티팜","KOSDAQ","기술성장기업부","5100","-40","-0.78","5120","5140","5060","0.0","66065610","74816785800","15.0"
"432430","와이랩","KOSDAQ","기술성장기업부","4395","-10","-0.23","4405","4440","4330","0.0","189255180","72554066400","17.0"
"338840","와이바이오로직스","KOSDAQ","기술성장기업부","22600","850","3.91","21450","23050","20950","0.0","7020687575","343024630600","15.0"
"122990","와이솔","KOSDAQ","우량기업부","5600","-60","-1.06","5660","5720","5570","0.0","397496080","149178853600","27.0"
"232140","와이씨","KOSDAQ","우량기업부","15840","140","0.89","16200","16300","15400","1.0","20827277755","1299598344000","82.0"
"112290","와이씨켐","KOSDAQ","기술성장기업부","21500","350","1.65","21800","22050","21200","0.0","2879119200","217376717500","10.0"
"065530","와이어블","KOSDAQ","중견기업부","1354","7","0.52","1350","1367","1343","0.0","62309846","64773679686","48.0"
"067900","와이엔텍","KOSDAQ","우량기업부","6630","-120","-1.78","6730","6800","6550","0.0","465325345","120663739170","18.0"
"007530","와이엠","KOSDAQ","중견기업부","2385","-50","-2.05","2465","2465","2360","0.0","65504630","53076340935","22.0"
"155650","와이엠씨","KOSDAQ","우량기업부","3765","10","0.27","3755","3785","3695","0.0","184032200","73320957870","19.0"
"273640","와이엠텍","KOSDAQ","벤처기업부","8430","30","0.36","8370","8560","8330","0.0","170065155","92443380000","11.0"
"251370","와이엠티","KOSDAQ","벤처기업부","12470","-170","-1.34","12760","13090","12310","0.0","1664018860","219771404700","18.0"
"209640","와이제이링크","KOSDAQ","중견기업부","4425","-70","-1.56","4635","4635","4320","2.0","10015368973","125860921050","28.0"
"096250","와이즈넛","KOSDAQ","기술성장기업부","11800","50","0.43","11750","11860","11560","0.0","505164855","154539124800","13.0"
"273060","와이즈버즈","KOSDAQ","중견기업부","890","-4","-0.45","887","903","881","0.0","114915611","44909027980","50.0"
"019210","와이지-원","KOSDAQ","우량기업부","5370","180","3.47","5250","5380","5210","0.0","658830180","180291408030","34.0"
"122870","와이지엔터테인먼트","KOSDAQ","우량기업부","65100","-5300","-7.53","71900","72000","64600","1.0","54817997000","1216787289900","19.0"
"011690","와이투솔루션","KOSPI",,"4240","75","1.80","4165","4410","3990","2.0","7157012505","155075430560","37.0"
"079000","와토스코리아","KOSDAQ","중견기업부","6700","430","6.86","6200","6810","6150","0.0","265974440","48240000000","7.0"
"403490","우듬지팜","KOSDAQ","벤처기업부","1552","-36","-2.27","1588","1588","1531","0.0","333614469","71287184128","46.0"
"316140","우리금융지주","KOSPI",,"27900","-150","-0.53","27750","28400","27700","2.0","43326072000","20480729328000","734.0"
