종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","벤처기업부","1725","63","3.79","1684","1768","1682","1.0","1181940294","91526844000","53.0"
"095570","AJ네트웍스","KOSPI",,"4590","-5","-0.11","4620","4675","4575","0.0","965488469","207710163810","45.0"
"006840","AK홀딩스","KOSPI",,"8470","-140","-1.63","8610","8630","8470","0.0","138063490","112206841670","13.0"
"054620","APS","KOSDAQ","중견기업부","4025","-70","-1.71","4070","4170","3995","0.0","229991095","74036739525","18.0"
"265520","AP시스템","KOSDAQ","우량기업부","20500","400","1.99","20500","21000","20000","0.0","3718256925","308541830500","15.0"
"211270","AP위성","KOSDAQ","우량기업부","14300","720","5.30","13900","15250","13190","3.0","41243989225","215676947200","15.0"
"139050","BF랩스","KOSDAQ","관리종목(소속부없음)","2805","0","0.00","0","0","0","0.0","0","24247965555","9.0"
"027410","BGF","KOSPI",,"3855","-5","-0.13","3860","3870","3835","0.0","279999380","368988229305","96.0"
"282330","BGF리테일","KOSPI",,"103800","-400","-0.38","104500","105000","103500","0.0","3437640750","1794069442800","17.0"
"126600","BGF에코머티리얼즈","KOSDAQ","우량기업부","3725","125","3.47","3630","3760","3605","0.0","403335273","233806698775","63.0"
"138930","BNK금융지주","KOSPI",,"15630","-100","-0.64","15810","15980","15520","1.0","8690451435","4914465157020","314.0"
"001460","BYC","KOSPI",,"41000","-450","-1.09","41450","41600","40450","0.0","267089050","256092150000","6.0"
"001465","BYC우","KOSPI",,"24300","-200","-0.82","24500","25000","24200","0.0","6542550","52338555000","2.0"
"083790","CG인바이츠","KOSDAQ","벤처기업부","1393","-33","-2.31","1426","1439","1383","0.0","228090862","107113595526","77.0"
"001040","CJ","KOSPI",,"174800","1500","0.87","173500","175800","170300","0.0","18261874050","5100139250400","29.0"
"079160","CJ CGV","KOSPI",,"5810","-10","-0.17","5830","5930","5770","0.0","2432645690","962028759020","166.0"
"035760","CJ ENM","KOSDAQ GLOBAL","중견기업부","63700","-3000","-4.50","67300","67500","63400","0.0","5476119250","1396887109800","22.0"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","9180","-40","-0.43","9220","9240","9050","0.0","233331165","119940941160","13.0"
"00104K","CJ4우(전환)","KOSPI",,"154100","800","0.52","152300","154500","150800","0.0","1060424050","651305499200","4.0"
"000120","CJ대한통운","KOSPI",,"94900","-100","-0.11","96000","96400","94100","0.0","6179358450","2164891445600","23.0"
"011150","CJ씨푸드","KOSPI",,"2880","0","0.00","2895","2900","2855","0.0","1387682634","103480626240","36.0"
"011155","CJ씨푸드1우","KOSPI",,"15920","190","1.21","15540","16790","15540","0.0","29034790","3184000000","0.0"
"001045","CJ우","KOSPI",,"90900","400","0.44","90500","92000","90000","0.0","411519200","205454270700","2.0"
"097950","CJ제일제당","KOSPI",,"206500","-500","-0.24","207500","208000","206000","0.0","10237933250","3108689409000","15.0"
"097955","CJ제일제당 우","KOSPI",,"138200","-100","-0.07","138500","138500","137400","0.0","611460350","183451240600","1.0"
"051500","CJ프레시웨이","KOSDAQ","우량기업부","26100","-50","-0.19","26150","26350","25600","0.0","406327150","309848394600","12.0"
"058820","CMG제약","KOSDAQ","중견기업부","1831","-6","-0.33","1830","1857","1830","0.0","776678512","270699037073","148.0"
"056730","CNT85","KOSDAQ","벤처기업부","591","-7","-1.17","598","599","589","0.0","14121940","43799710926","74.0"
"000480","CR홀딩스","KOSPI",,"4790","-15","-0.31","4765","4805","4765","0.0","109251940","224605447100","47.0"
"065770","CS","KOSDAQ","벤처기업부","788","5","0.64","783","788","778","0.0","48743901","15295970440","19.0"
"083660","CSA 코스믹","KOSDAQ","중견기업부","498","3","0.61","495","524","488","1.0","310645947","31289070582","63.0"
"000590","CS홀딩스","KOSPI",,"76600","700","0.92","76600","77400","75600","0.0","75560000","88433321200","1.0"
"012030","DB","KOSPI",,"1548","35","2.31","1520","1560","1513","1.0","1134528242","311417248284","201.0"
"477760","DB금융스팩12호","KOSDAQ","SPAC(소속부없음)","2130","0","0.00","2120","2130","2120","0.0","1407900","12439200000","6.0"
"005830","DB손해보험","KOSPI",,"128800","1000","0.78","127900","129500","126300","0.0","18052418600","9119040000000","71.0"
"016610","DB증권","KOSPI",,"11790","860","7.87","10940","11790","10940","0.0","3068039900","500442926310","42.0"
"000990","DB하이텍","KOSPI",,"75200","1500","2.04","74700","76300","73400","1.0","44511984050","3271545017600","44.0"
"099520","DGI","KOSDAQ","관리종목(소속부없음)","1284","0","0.00","0","0","0","0.0","0","58141862016","45.0"
"000300","DH오토넥스","KOSPI",,"1984","0","0.00","0","0","0","0.0","0","164422234240","83.0"
"290120","DH오토리드","KOSDAQ","우량기업부","2470","20","0.82","2480","2515","2460","0.0","99901875","39085895030","16.0"
"025440","DH오토웨어","KOSDAQ","중견기업부","775","-2","-0.26","777","782","767","0.0","69938756","37805448600","49.0"
"001530","DI동일","KOSPI",,"19430","630","3.35","18990","19470","18860","0.0","600510905","383339910400","20.0"
"015590","DKME","KOSPI",,"515","0","0.00","0","0","0","0.0","0","122045495160","237.0"
"000210","DL","KOSPI",,"36450","-50","-0.14","36750","36950","36400","0.0","2511139650","763841971800","21.0"
"000215","DL우","KOSPI",,"22900","-100","-0.43","23950","23950","22600","0.0","276095875","38612033500","2.0"
"375500","DL이앤씨","KOSPI",,"41350","1450","3.63","40000","41350","40000","0.0","7612508600","1599981311050","39.0"
"37550L","DL이앤씨2우(전환)","KOSPI",,"30300","600","2.02","29750","30650","29600","0.0","43473250","63992115300","2.0"
"37550K","DL이앤씨우","KOSPI",,"21200","200","0.95","21000","21550","20800","0.0","165353150","44814362000","2.0"
"068790","DMS","KOSDAQ","관리종목(소속부없음)","6330","0","0.00","0","0","0","0.0","0","149939488590","24.0"
"007340","DN오토모티브","KOSPI",,"23750","150","0.64","23600","23800","23400","0.0","2269046975","1389633043750","59.0"
"004840","DRB동일","KOSPI",,"4980","-15","-0.30","5000","5050","4915","0.0","200328580","99251400000","20.0"
"241520","DSC인베스트먼트","KOSDAQ","중견기업부","7920","520","7.03","7510","8100","7320","2.0","18654661485","213840000000","27.0"
"155660","DSR","KOSPI",,"3800","-25","-0.65","3825","3825","3785","0.0","46358490","60800000000","16.0"
"069730","DSR제강","KOSPI",,"3765","0","0.00","3760","3785","3730","0.0","77621006","54216000000","14.0"
"017860","DS단석","KOSPI",,"18270","80","0.44","18150","18370","18150","0.0","1100537420","321263553240","18.0"
"180400","DXVX","KOSDAQ","관리종목(소속부없음)","3465","-35","-1.00","3500","3585","3160","1.0","2478227855","170545331880","49.0"
"092780","DYP","KOSPI",,"3365","-25","-0.74","3395","3440","3360","0.0","47264990","44311867900","13.0"
"017940","E1","KOSPI",,"82400","1600","1.98","80500","82600","80400","0.0","647437550","565264000000","7.0"
"418620","E8","KOSDAQ","기술성장기업부","1575","-72","-4.37","1651","1715","1575","0.0","144387346","20239501275","13.0"
"245620","EDGC","KOSDAQ","관리종목(소속부없음)","415","0","0.00","0","0","0","0.0","0","57474989665","138.0"
"037370","EG","KOSDAQ","벤처기업부","5330","-60","-1.11","5300","5480","5250","0.0","194784245","45971100760","9.0"
"278990","EMB","KONEX","일반기업부","3300","-100","-2.94","3200","3495","3000","0.0","779495","26613764100","8.0"
"365550","ESR켄달스퀘어리츠","KOSPI",,"4315","10","0.23","4320","4325","4285","0.0","1619575275","1061874035000","246.0"
"050120","ES큐브","KOSDAQ","중견기업부","2880","30","1.05","2850","2995","2850","0.0","26817605","39064567680","14.0"
"383220","F&F","KOSPI",,"65500","-800","-1.21","66600","66800","64900","0.0","8093038950","2509113412500","38.0"
"007700","F&F홀딩스","KOSPI",,"19020","410","2.20","18840","20400","18600","0.0","519925605","743955260340","39.0"
"214270","FSN","KOSDAQ","중견기업부","2040","-5","-0.24","2030","2060","2000","0.0","318859575","89129556360","44.0"
"130500","GH신소재","KOSDAQ","우량기업부","2630","-40","-1.50","2670","2675","2570","0.0","173837222","38253486760","15.0"
"114090","GKL","KOSPI",,"14450","-230","-1.57","14830","14830","14420","0.0","1954757055","893814431500","62.0"
"900290","GRT","KOSDAQ","외국기업(소속부없음)","3740","185","5.20","3645","3740","3525","1.0","3366124217","302379000000","81.0"
"078930","GS","KOSPI",,"58300","3000","5.42","56200","59500","56100","0.0","22326468450","5416966537400","93.0"
"083450","GST","KOSDAQ","우량기업부","32300","1900","6.25","31300","32800","30550","1.0","41364867975","595289000000","18.0"
"006360","GS건설","KOSPI",,"19010","190","1.01","18900","19380","18900","1.0","9855444445","1626904124900","86.0"
"001250","GS글로벌","KOSPI",,"2285","-15","-0.65","2300","2330","2275","1.0","1178385633","188589650740","83.0"
"007070","GS리테일","KOSPI",,"19930","170","0.86","19790","20050","19530","0.0","2701744365","1666295780950","84.0"
"078935","GS우","KOSPI",,"48550","850","1.78","48450","48800","47800","0.0","397494350","86653302300","2.0"
"499790","GS피앤엘","KOSPI",,"42250","650","1.56","41950","42650","40850","0.0","5910495125","837853032250","20.0"
"297890","HB솔루션","KOSDAQ","우량기업부","2250","10","0.45","2255","2350","2235","1.0","1804096697","164567056500","73.0"
"440290","HB인베스트먼트","KOSDAQ","중견기업부","2050","-45","-2.15","2090","2100","2035","0.0","338130925","56388181500","28.0"
"078150","HB테크놀러지","KOSDAQ","우량기업부","2030","30","1.50","2035","2095","2000","2.0","3338052786","188213309480","93.0"
"225530","HC보광산업","KOSDAQ","우량기업부","2885","-15","-0.52","2900","2940","2860","0.0","77441710","104837227395","36.0"
"060560","HC홈센타","KOSDAQ","중견기업부","749","1","0.13","742","754","733","0.0","25131310","95624474225","128.0"
"012630","HDC","KOSPI",,"17490","-10","-0.06","17500","18090","17430","0.0","2031481525","1044882700290","60.0"
"039570","HDC랩스","KOSPI",,"8250","-120","-1.43","8330","8400","8210","0.0","182306185","214150208250","26.0"
"089470","HDC현대EP","KOSPI",,"4230","20","0.48","4210","4280","4200","0.0","177149185","134937000000","32.0"
"294870","HDC현대산업개발","KOSPI",,"20950","50","0.24","21200","21550","20700","0.0","4774936250","1380758563500","66.0"
"009540","HD한국조선해양","KOSPI",,"401000","7500","1.91","385000","402500","385000","0.0","118903627250","28380019516000","71.0"
"267250","HD현대","KOSPI",,"191000","6800","3.69","182000","191000","181000","0.0","35602364200","15087679235000","79.0"
"267270","HD현대건설기계","KOSPI",,"102100","4700","4.83","97100","102800","96800","0.0","17587255450","1772212287300","17.0"
"443060","HD현대마린솔루션","KOSPI",,"185300","-8200","-4.24","195200","195200","184700","0.0","28706849400","8306852613000","45.0"
"071970","HD현대마린엔진","KOSPI",,"86500","1500","1.76","83400","86800","82500","0.0","27498930500","2934209317500","34.0"
"322000","HD현대에너지솔루션","KOSPI",,"57900","2600","4.70","56300","58900","56300","0.0","6758653650","648480000000","11.0"
"042670","HD현대인프라코어","KOSPI",,"13800","0","0.00","0","0","0","0.0","0","2606147084400","189.0"
"267260","HD현대일렉트릭","KOSPI",,"868000","49000","5.98","819000","869000","811000","0.0","140094754000","31288913180000","36.0"
"329180","HD현대중공업","KOSPI",,"513000","9000","1.79","499500","516000","497500","0.0","139893758500","53845108425000","105.0"
"376270","HEM파마","KOSDAQ","기술성장기업부","47950","850","1.80","48800","48950","46050","0.0","1755573725","342973259650","7.0"
"097230","HJ중공업","KOSPI",,"20900","-400","-1.88","20800","21550","20550","1.0","16506771325","1887172689600","90.0"
"195940","HK이노엔","KOSDAQ GLOBAL","우량기업부","50400","550","1.10","50100","50400","49550","0.0","7959492375","1427826506400","28.0"
"014790","HL D&I","KOSPI",,"2570","-45","-1.72","2615","2635","2530","0.0","278491240","97296604570","38.0"
"028300","HLB","KOSDAQ","중견기업부","53900","1000","1.89","53800","54200","52100","1.0","45585593250","7106882629000","132.0"
"003580","HLB글로벌","KOSPI",,"2485","55","2.26","2440","2500","2400","0.0","608957111","125898809925","51.0"
"278650","HLB바이오스텝","KOSDAQ","중견기업부","1522","23","1.53","1501","1530","1491","1.0","782474264","132422430358","87.0"
"343090","HLB사이언스","KONEX","일반기업부","2080","0","0.00","0","0","0","0.0","0","39436284160","19.0"
"067630","HLB생명과학","KOSDAQ","투자주의환기종목(소속부없음)","4275","245","6.08","4080","4300","4000","1.0","3335117811","521195422950","122.0"
"024850","HLB이노베이션","KOSDAQ","중견기업부","2090","50","2.45","2065","2090","1998","1.0","1145120822","302080474080","145.0"
"187420","HLB제넥스","KOSDAQ","기술성장기업부","2845","55","1.97","2790","2855","2780","0.0","120536375","82961534305","29.0"
"047920","HLB제약","KOSDAQ","기술성장기업부","17230","420","2.50","17130","17340","16500","0.0","3123124405","565132903880","33.0"
"115450","HLB테라퓨틱스","KOSDAQ","중견기업부","3250","150","4.84","3135","3265","3060","1.0","1969528033","274242354750","84.0"
"046210","HLB파나진","KOSDAQ","벤처기업부","1754","17","0.98","1742","1765","1725","0.0","172711084","79755527116","45.0"
"196300","HLB펩","KOSDAQ","관리종목(소속부없음)","8870","1080","13.86","7830","9490","7420","0.0","1563704020","82432440260","9.0"
"204320","HL만도","KOSPI",,"60700","-4700","-7.19","64100","64100","59900","2.0","151545233350","2850297184000","47.0"
"060980","HL홀딩스","KOSPI",,"44450","-1900","-4.10","46750","46750","44100","0.0","2159927050","409539052650","9.0"
"011200","HMM","KOSPI",,"19850","-350","-1.73","20100","20150","19760","2.0","38300646295","18723273704500","943.0"
"403870","HPSP","KOSDAQ GLOBAL","우량기업부","35000","550","1.60","35250","35400","34150","1.0","49954161900","2926369880000","84.0"
"036640","HRS","KOSDAQ","우량기업부","5170","-30","-0.58","5200","5230","5150","0.0","380640080","84554316000","16.0"
"035000","HS애드","KOSPI",,"8390","-130","-1.53","8490","8550","8350","0.0","320112765","135982133160","16.0"
"002460","HS화성","KOSPI",,"11920","320","2.76","11800","12000","11580","0.0","240728150","120988000000","10.0"
"487570","HS효성","KOSPI",,"58700","3200","5.77","55800","58700","55800","0.0","2064185700","218711914900","4.0"
"298050","HS효성첨단소재","KOSPI",,"178800","-300","-0.17","178500","180950","178200","0.0","1917539650","801014702400","4.0"
"467930","IBKS제23호스팩","KOSDAQ","SPAC(소속부없음)","2230","-10","-0.45","2205","2245","2205","0.0","15586040","9432900000","4.0"
"469480","IBKS제24호스팩","KOSDAQ","SPAC(소속부없음)","2215","0","0.00","2235","2235","2210","0.0","3950335","9369450000","4.0"
"0099X0","IBKS제25호스팩","KOSDAQ","SPAC(소속부없음)","2050","-20","-0.97","2060","2075","2035","2.0","3962844257","12259000000","6.0"
"003560","IHQ","KOSPI",,"10760","0","0.00","0","0","0","0.0","0","76220934800","7.0"
"015360","INVENI","KOSPI",,"65800","500","0.77","65500","66200","65300","0.0","339487250","375060000000","6.0"
"095340","ISC","KOSDAQ GLOBAL","우량기업부","112200","-7800","-6.50","122000","122600","110900","0.0","53977476100","2378309907600","21.0"
"175330","JB금융지주","KOSPI",,"24950","-250","-0.99","25200","25450","24550","0.0","10185123250","4737620794950","190.0"
"950170","JTC","KOSDAQ","외국기업(소속부없음)","3815","-10","-0.26","3830","3875","3750","0.0","315268402","197412317620","52.0"
"234080","JW생명과학","KOSPI",,"12800","-10","-0.08","12760","12930","12740","0.0","608014210","202682291200","16.0"
"067290","JW신약","KOSDAQ","중견기업부","1945","-155","-7.38","2090","2090","1922","3.0","5110442739","103816565070","53.0"
"001060","JW중외제약","KOSPI",,"25900","100","0.39","25600","25950","25150","0.0","1402031275","603105587000","23.0"
"001067","JW중외제약2우B","KOSPI",,"60000","800","1.35","59200","60000","59200","0.0","895200","12598380000","0.0"
"001065","JW중외제약우","KOSPI",,"28600","0","0.00","28700","28700","28200","0.0","6590400","9779798600","0.0"
"096760","JW홀딩스","KOSPI",,"3550","35","1.00","3515","3630","3300","0.0","502127195","262433544100","74.0"
"035900","JYP Ent.","KOSDAQ GLOBAL","우량기업부","72700","-4800","-6.19","79700","79800","72000","2.0","123445284150","2583212168400","36.0"
"318000","KBG","KOSDAQ","벤처기업부","4400","5","0.11","4395","4435","4335","0.0","143480525","38456981200","9.0"
"008970","KBI동양철관","KOSPI",,"1767","68","4.00","1727","1837","1727","4.0","6234914717","183356124669","104.0"
"024840","KBI메탈","KOSDAQ","중견기업부","1813","24","1.34","1795","1816","1763","0.0","575714033","63290377787","35.0"
"105560","KB금융","KOSPI",,"126800","3500","2.84","124200","127500","123500","1.0","100150777950","48369394660400","381.0"
"415640","KB발해인프라","KOSPI",,"10020","20","0.20","10050","10240","9910","0.0","1637040160","1227906390960","123.0"
"432320","KB스타리츠","KOSPI",,"3430","40","1.18","3390","3435","3370","0.0","526335943","347850997550","101.0"
"024120","KB오토시스","KOSDAQ","중견기업부","3640","-10","-0.27","3650","3690","3595","0.0","109849530","41860000000","12.0"
"455250","KB제25호스팩","KOSDAQ","관리종목(소속부없음)","2095","-5","-0.24","2095","2100","2095","0.0","90509245","9018975000","4.0"
"464680","KB제27호스팩","KOSDAQ","SPAC(소속부없음)","2067","2","0.10","2065","2070","2062","0.0","33226352","26674635000","13.0"
"478390","KB제29호스팩","KOSDAQ","SPAC(소속부없음)","2070","0","0.00","2070","2095","2060","0.0","12537240","12875400000","6.0"
"486630","KB제30호스팩","KOSDAQ","SPAC(소속부없음)","2040","5","0.25","2035","2055","2035","0.0","49113060","10832400000","5.0"
"492220","KB제31호스팩","KOSDAQ","SPAC(소속부없음)","2015","-5","-0.25","2015","2025","2010","0.0","62302320","12513150000","6.0"
"0037T0","KB제32호스팩","KOSDAQ","SPAC(소속부없음)","2010","10","0.50","2005","2020","2000","0.0","68240349","12723300000","6.0"
"0072Z0","KB제33호스팩","KOSDAQ","SPAC(소속부없음)","1992","3","0.15","1993","1993","1990","0.0","5444834","15706920000","8.0"
"002380","KCC","KOSPI",,"400000","7000","1.78","396000","403500","389000","0.0","18241972000","3554588400000","9.0"
"021320","KCC건설","KOSDAQ","우량기업부","5550","100","1.83","5440","5560","5380","0.0","103277170","118770000000","21.0"
"344820","KCC글라스","KOSPI",,"25950","-200","-0.76","26000","26300","25850","0.0","982080000","414434786400","16.0"
"009070","KCTC","KOSPI",,"6090","-70","-1.14","6210","6220","5990","0.0","2578663545","182700000000","30.0"
"009440","KC그린홀딩스","KOSPI",,"756","0","0.00","0","0","0","0.0","0","17568790596","23.0"
"112190","KC산업","KONEX","일반기업부","1770","-8","-0.45","1800","1889","1606","0.0","14452006","48152653530","27.0"
"119650","KC코트렐","KOSPI",,"918","0","0.00","0","0","0","0.0","0","100782913662","110.0"
"044180","KD","KOSDAQ","중견기업부","603","-12","-1.95","615","620","600","0.0","256263892","16110832797","27.0"
"092220","KEC","KOSPI",,"736","13","1.80","741","757","727","2.0","1268535868","147761671776","201.0"
"046440","KG모빌리언스","KOSDAQ","우량기업부","4630","-35","-0.75","4665","4665","4590","0.0","481755499","175990013260","38.0"
"003620","KG모빌리티","KOSPI",,"3530","35","1.00","3500","3570","3455","0.0","1627451318","714383439360","202.0"
"016380","KG스틸","KOSPI",,"5200","-70","-1.33","5270","5320","5180","0.0","1632379255","520046264400","100.0"
"151860","KG에코솔루션","KOSDAQ","우량기업부","5550","50","0.91","5450","5560","5450","0.0","841481355","264196661100","48.0"
"035600","KG이니시스","KOSDAQ","우량기업부","10200","30","0.29","10210","10230","10130","0.0","758000565","281055226800","28.0"
"001390","KG케미칼","KOSPI",,"5150","20","0.39","5150","5280","5140","0.0","1427509900","346250104500","67.0"
"226360","KH 건설","KOSDAQ","투자주의환기종목(소속부없음)","150","-2405","-94.13","200","200","146","8.0","1215226705","3969709800","26.0"
"111870","KH 미래물산","KOSDAQ","관리종목(소속부없음)","700","-8210","-92.14","950","950","620","2.0","1213685580","4929575700","7.0"
"033180","KH 필룩스","KOSPI",,"5310","0","0.00","0","0","0","0.0","0","138166306200","26.0"
"060720","KH바텍","KOSDAQ","벤처기업부","11140","-250","-2.19","11430","11590","11100","0.0","1394231470","263766703880","24.0"
"001940","KISCO홀딩스","KOSPI",,"25050","400","1.62","25000","25300","24650","0.0","264970700","355118319000","14.0"
"058400","KNN","KOSDAQ","우량기업부","718","7","0.98","710","725","709","0.0","249296322","95084538960","132.0"
"025000","KPX케미칼","KOSPI",,"45400","-700","-1.52","46000","46400","45000","0.0","532653250","198793388600","4.0"
"092230","KPX홀딩스","KOSPI",,"70900","-900","-1.25","71800","71800","70600","0.0","138231550","299527401400","4.0"
"000040","KR모터스","KOSPI",,"449","6","1.35","443","453","425","0.0","77909312","38782457616","86.0"
"044450","KSS해운","KOSPI",,"8880","0","0.00","9010","9090","8860","0.0","423729710","205002614400","23.0"
"101000","KS인더스트리","KOSDAQ","중견기업부","700","56","8.70","640","705","631","1.0","569695631","23412761400","33.0"
"030200","KT","KOSPI",,"51600","300","0.58","51600","52200","51400","0.0","22115817750","13004318946000","252.0"
"033780","KT&G","KOSPI",,"141800","1400","1.00","140500","142300","140000","0.0","29137686450","16729088261000","118.0"
"058850","KTcs","KOSPI",,"2785","-30","-1.07","2810","2825","2780","0.0","1361931276","118877725000","43.0"
"058860","KTis","KOSPI",,"2710","5","0.18","2705","2715","2685","0.0","306355766","94313420000","35.0"
"089600","KT나스미디어","KOSDAQ","우량기업부","12790","-240","-1.84","13060","13060","12680","0.0","561426100","147956804770","12.0"
"418470","KT밀리의서재","KOSDAQ","중견기업부","13850","-50","-0.36","13960","14100","13620","0.0","661570055","118636177650","9.0"
"043610","KT지니뮤직","KOSDAQ","우량기업부","1875","-35","-1.83","1915","1918","1865","0.0","179173973","108966446250","58.0"
"122450","KX","KOSDAQ","중견기업부","3690","-55","-1.47","3740","3765","3675","0.0","299201095","165385187460","45.0"
"052900","KX하이텍","KOSDAQ","우량기업부","944","12","1.29","940","955","930","0.0","182358412","61713486464","65.0"
"036560","KZ정밀","KOSDAQ","우량기업부","14900","300","2.05","14600","15110","14400","0.0","406721750","234675000000","16.0"
"061970","LB세미콘","KOSDAQ","중견기업부","4435","-25","-0.56","4590","4645","4310","1.0","2489594233","257598131610","58.0"
"309960","LB인베스트먼트","KOSDAQ","벤처기업부","5460","-80","-1.44","5520","5590","5320","0.0","1010974360","126766124940","23.0"
"093050","LF","KOSPI",,"17510","-200","-1.13","17760","17940","17350","0.0","1972718485","511992400000","29.0"
"003550","LG","KOSPI",,"81500","500","0.62","81300","82700","81000","0.0","14063037850","12569059177500","154.0"
"034220","LG디스플레이","KOSPI",,"12020","190","1.61","11940","12230","11840","2.0","18393546600","6010000000000","500.0"
"051900","LG생활건강","KOSPI",,"267000","-3000","-1.11","272500","273000","265500","0.0","22393747750","4085756553000","15.0"
"051905","LG생활건강우","KOSPI",,"115500","-900","-0.77","116400","116700","114700","0.0","614099550","242515003500","2.0"
"064400","LG씨엔에스","KOSPI",,"62500","-100","-0.16","63400","63400","62100","0.0","21440541400","6055371750000","97.0"
"373220","LG에너지솔루션","KOSPI",,"371500","10500","2.91","358500","373500","358500","0.0","131332373250","86931000000000","234.0"
"003555","LG우","KOSPI",,"66500","100","0.15","66400","66700","65600","0.0","1395097300","200244733500","3.0"
"032640","LG유플러스","KOSPI",,"14560","130","0.90","14490","14640","14340","1.0","8812108885","6258300848800","430.0"
"011070","LG이노텍","KOSPI",,"273000","5500","2.06","271000","273500","265500","0.0","36088743000","6461120211000","24.0"
"066570","LG전자","KOSPI",,"93000","1600","1.75","92500","94700","92400","1.0","70197734200","15148433991000","163.0"
"066575","LG전자우","KOSPI",,"48450","150","0.31","48950","49600","48250","0.0","5098144675","832661312400","17.0"
"037560","LG헬로비전","KOSPI",,"2340","-5","-0.21","2360","2370","2340","0.0","208733023","181225664100","77.0"
"051910","LG화학","KOSPI",,"330000","7500","2.33","318500","330000","318500","0.0","72943315500","23295473190000","71.0"
"051915","LG화학우","KOSPI",,"162800","1700","1.06","159900","163500","159400","0.0","6971517700","1251736640000","8.0"
"079550","LIG넥스원","KOSPI",,"468500","29500","6.72","453500","470000","440000","0.0","92083166750","10307000000000","22.0"
"225190","LK삼양","KOSDAQ","중견기업부","1468","30","2.09","1452","1502","1412","5.0","6731765915","103447669920","70.0"
"006260","LS","KOSPI",,"211500","3000","1.44","208000","213000","205500","0.0","34866249750","6704550000000","32.0"
"010120","LS ELECTRIC","KOSPI",,"508000","15500","3.15","491500","510000","486000","0.0","91642899000","15240000000000","30.0"
"000680","LS네트웍스","KOSPI",,"3565","85","2.44","3480","3680","3480","1.0","2075190139","280932752040","79.0"
"060370","LS마린솔루션","KOSDAQ","우량기업부","29650","150","0.51","29250","29725","29100","0.0","6106927650","1548882021100","52.0"
"417200","LS머트리얼즈","KOSDAQ","중견기업부","13660","1240","9.98","12900","13700","12780","2.0","21937595440","924135321940","68.0"
"229640","LS에코에너지","KOSPI",,"36850","1100","3.08","35700","36950","35550","0.0","4799770500","1128526791150","31.0"
"078020","LS증권","KOSDAQ","우량기업부","4820","50","1.05","4755","4880","4755","0.0","285516817","267419335800","55.0"
"322180","LS티라유텍","KOSDAQ","벤처기업부","10220","160","1.59","10600","11060","9550","4.0","40931081825","213822676480","21.0"
"108320","LX세미콘","KOSPI",,"51000","700","1.39","50900","52200","50400","0.0","4717611250","829479300000","16.0"
"001120","LX인터내셔널","KOSPI",,"32300","300","0.94","32050","32300","31650","0.0","4595026425","1251948000000","39.0"
"108670","LX하우시스","KOSPI",,"28350","-200","-0.70","28750","28850","28300","0.0","453048700","254233444500","9.0"
"108675","LX하우시스우","KOSPI",,"16990","20","0.12","16910","17100","16910","0.0","16174560","17539286700","1.0"
"383800","LX홀딩스","KOSPI",,"8000","50","0.63","7950","8030","7900","0.0","717848020","610245520000","76.0"
"38380K","LX홀딩스1우","KOSPI",,"8790","30","0.34","8760","8990","8650","0.0","40881910","12879855150","1.0"
"476080","M83","KOSDAQ","중견기업부","9960","-1060","-9.62","11020","11100","9780","1.0","6569550975","80048520000","8.0"
"086960","MDS테크","KOSDAQ","중견기업부","1329","-17","-1.26","1347","1373","1315","1.0","1132243505","129919191216","98.0"
"023150","MH에탄올","KOSPI",,"4880","10","0.21","4970","4970","4870","0.0","23514155","36007206880","7.0"
"035420","NAVER","KOSPI",,"249500","2500","1.01","248500","251000","247000","1.0","252067459500","39134733181000","157.0"
"160550","NEW","KOSDAQ","중견기업부","2240","-60","-2.61","2270","2335","2195","0.0","380178370","62509677440","28.0"
"053290","NE능률","KOSDAQ","투자주의환기종목(소속부없음)","1828","28","1.56","1800","1833","1782","0.0","49754868","30210089196","17.0"
"181710","NHN","KOSPI",,"31950","1100","3.57","30750","31950","30450","0.0","3066313725","1046462791050","33.0"
"060250","NHN KCP","KOSDAQ","우량기업부","15240","-120","-0.78","15390","15480","15170","0.0","3584095540","612047711640","40.0"
"104200","NHN벅스","KOSDAQ","중견기업부","3195","115","3.73","3080","3250","3065","0.0","486338135","47374022250","15.0"
"400760","NH올원리츠","KOSPI",,"3370","-5","-0.15","3375","3380","3350","0.0","610113224","185111656750","55.0"
"005940","NH투자증권","KOSPI",,"21050","-250","-1.17","21300","21700","20950","1.0","19776622800","7501048967450","356.0"
"005945","NH투자증권우","KOSPI",,"19550","50","0.26","19500","19590","19350","0.0","1050750515","368927424400","19.0"
"338100","NH프라임리츠","KOSPI",,"4460","-10","-0.22","4470","4480","4450","0.0","335300959","83223600000","19.0"
"034310","NICE","KOSPI",,"12900","160","1.26","12760","12930","12590","0.0","1245388730","474167325300","37.0"
"063570","NICE인프라","KOSDAQ","우량기업부","4075","5","0.12","4055","4100","4025","0.0","199336010","139151991600","34.0"
"030190","NICE평가정보","KOSPI",,"16410","80","0.49","16240","16590","16240","0.0","1215983110","966738158070","59.0"
"008260","NI스틸","KOSPI",,"3470","-25","-0.72","3500","3500","3440","0.0","380339510","99242405990","29.0"
